Topic,Words,Frequency,Timestamp
72,"news, fake, opinion, twitter, social",150,2021-07-21 01:12:00.000
73,"inverse problems, diffusion models, normalizing, bayesian inverse, normalizing flows",68,2021-07-21 01:12:00.000
74,"supernova, ia, sn, remnant, remnants",121,2021-07-21 01:12:00.000
75,"entanglement, entanglement entropy, entangled, multipartite, quantum",156,2021-07-21 01:12:00.000
76,"boseeinstein, bose, condensates, condensate, superfluid",143,2021-07-21 01:12:00.000
77,"neutron, neutron stars, star, stars, mergers",169,2021-07-21 01:12:00.000
78,"matrices, markov, random matrices, markov chains, chains",137,2021-07-21 01:12:00.000
79,"astronomy, telescope, astronomical, sky, observatory",129,2021-07-21 01:12:00.000
80,"detector, detectors, readout, argon, silicon",129,2021-07-21 01:12:00.000
81,"knots, knot, links, braid, homology",129,2021-07-21 01:12:00.000
82,"materials, additive manufacturing, potentials, force, manufacturing",107,2021-07-21 01:12:00.000
83,"remote sensing, crop, remote, sensing, plant",115,2021-07-21 01:12:00.000
84,"sentiment, summarization, sentiment analysis, abstractive, topic",167,2021-07-21 01:12:00.000
-1,"quantum, equations, magnetic, spin, optical",31019,2021-12-01 04:48:00.000
0,"galaxies, galaxy, stellar, stars, star",2508,2021-12-01 04:48:00.000
1,"magnetic, hall, superconductivity, spin, films",2063,2021-12-01 04:48:00.000
2,"collisions, qcd, production, decays, quark",1798,2021-12-01 04:48:00.000
3,"surfaces, curvature, curves, forms, manifolds",1487,2021-12-01 04:48:00.000
4,"gravity, gauge, theories, inflation, cosmological",1451,2021-12-01 04:48:00.000
5,"mimo, wireless, communications, massive, iot",1058,2021-12-01 04:48:00.000
6,"graphs, trees, coloring, hypergraphs, chromatic",1006,2021-12-01 04:48:00.000
7,"language, language models, machine translation, translation, large language",583,2021-12-01 04:48:00.000
8,"segmentation, mri, medical, medical image, image segmentation",803,2021-12-01 04:48:00.000
9,"black, black holes, holes, black hole, hole",857,2021-12-01 04:48:00.000
10,"speech, speaker, speech recognition, audio, music",856,2021-12-01 04:48:00.000
11,"quantum, circuits, quantum computing, quantum circuits, quantum systems",665,2021-12-01 04:48:00.000
12,"time series, forecasting, series forecasting, multivariate, highdimensional",657,2021-12-01 04:48:00.000
13,"ai, intelligence, artificial intelligence, scientific, education",354,2021-12-01 04:48:00.000
14,"nonconvex, convex, descent, multiobjective, optimization problems",615,2021-12-01 04:48:00.000
15,"algebras, categories, lie, modules, algebra",546,2021-12-01 04:48:00.000
16,"photonic, optical, cavity, laser, photon",522,2021-12-01 04:48:00.000
17,"protein, molecular, dna, cell, drug",385,2021-12-01 04:48:00.000
18,"spiking, eeg, brain, spiking neural, neuromorphic",406,2021-12-01 04:48:00.000
19,"financial, portfolio, stock, market, volatility",436,2021-12-01 04:48:00.000
20,"deep neural, pruning, architecture search, training, neural architecture",484,2021-12-01 04:48:00.000
21,"reinforcement learning, reinforcement, policy, offline, multiagent",457,2021-12-01 04:48:00.000
22,"granular, porous, polymer, droplet, fracture",467,2021-12-01 04:48:00.000
23,"electricity, wind, grid, voltage, power systems",466,2021-12-01 04:48:00.000
24,"driving, traffic, autonomous, planning, trajectory",362,2021-12-01 04:48:00.000
25,"object detection, object, point cloud, cloud, lidar",433,2021-12-01 04:48:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, infection",586,2021-12-01 04:48:00.000
27,"domain adaptation, adaptation, contrastive, label, multilabel",425,2021-12-01 04:48:00.000
28,"manipulation, robotic, imitation, locomotion, robot",322,2021-12-01 04:48:00.000
29,"causal, treatment, causal inference, survival, imputation",363,2021-12-01 04:48:00.000
30,"dark, dark matter, dark energy, axion, direct detection",431,2021-12-01 04:48:00.000
31,"predictive control, optimal control, model predictive, predictive, nonlinear systems",360,2021-12-01 04:48:00.000
32,"navierstokes, navierstokes equations, galerkin, equations, element",378,2021-12-01 04:48:00.000
33,"pulsar, gammaray, xray, bursts, pulsars",372,2021-12-01 04:48:00.000
34,"software, vulnerability, code generation, source code, repair",300,2021-12-01 04:48:00.000
35,"depth, depth estimation, stereo, monocular, splatting",231,2021-12-01 04:48:00.000
36,"gpu, serverless, cloud, encryption, hpc",310,2021-12-01 04:48:00.000
37,"adversarial, attacks, adversarial attacks, attack, backdoor",351,2021-12-01 04:48:00.000
38,"fractional, elliptic, equations, laplacian, elliptic equations",338,2021-12-01 04:48:00.000
39,"operators, sobolev, inequalities, banach, fourier",317,2021-12-01 04:48:00.000
40,"clinical, health, medical, depression, biomedical",192,2021-12-01 04:48:00.000
41,"face, facial, face recognition, recognition, expression",333,2021-12-01 04:48:00.000
42,"graph neural, graph convolutional, node, link prediction, graphs",340,2021-12-01 04:48:00.000
43,"neutrino, neutrinos, dark, oscillations, dark matter",308,2021-12-01 04:48:00.000
44,"superresolution, image superresolution, video, image compression, denoising",270,2021-12-01 04:48:00.000
45,"logic, automata, boolean, logics, modal",228,2021-12-01 04:48:00.000
46,"solar, coronal, wind, flare, magnetic",337,2021-12-01 04:48:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",257,2021-12-01 04:48:00.000
48,"plasma, plasmas, laser, electron, ionization",284,2021-12-01 04:48:00.000
49,"federated, federated learning, personalized federated, learning federated, personalized",253,2021-12-01 04:48:00.000
50,"bilayer, twisted, graphite, electronic, hall",290,2021-12-01 04:48:00.000
51,"question, answering, question answering, knowledge, knowledge graph",178,2021-12-01 04:48:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, operators",280,2021-12-01 04:48:00.000
53,"action, action recognition, recognition, reality, activity recognition",227,2021-12-01 04:48:00.000
54,"multimodal, visionlanguage, visual, pretraining, reasoning",74,2021-12-01 04:48:00.000
55,"climate, assimilation, weather, seismic, earthquake",206,2021-12-01 04:48:00.000
56,"turbulence, turbulent, convection, vortex, reynolds",232,2021-12-01 04:48:00.000
57,"transformers, transformer, attention, vision, vision transformers",226,2021-12-01 04:48:00.000
58,"uav, aerial, uavs, drone, trajectory",236,2021-12-01 04:48:00.000
59,"texttoimage, style, image synthesis, scene graph, imagetoimage translation",110,2021-12-01 04:48:00.000
60,"groups, subgroups, finite groups, finite, abelian",216,2021-12-01 04:48:00.000
61,"blockchain, smart, contracts, smart contracts, fraud",205,2021-12-01 04:48:00.000
62,"privacy, private, differentially private, differential privacy, differentially",208,2021-12-01 04:48:00.000
63,"games, game, nash, mean field, equilibria",183,2021-12-01 04:48:00.000
64,"brownian, brownian motion, sdes, equations, stochastic differential",164,2021-12-01 04:48:00.000
65,"codes, decoding, polar, list, decoder",193,2021-12-01 04:48:00.000
66,"dialogue, dialog, taskoriented, conversational, gender",135,2021-12-01 04:48:00.000
67,"anomaly detection, anomaly, outlier, time series, outlier detection",162,2021-12-01 04:48:00.000
68,"physicsinformed, physicsinformed neural, differential equations, partial differential, pdes",133,2021-12-01 04:48:00.000
69,"segmentation, semantic segmentation, semantic, instance, instance segmentation",189,2021-12-01 04:48:00.000
70,"community, community detection, complex networks, centrality, social networks",159,2021-12-01 04:48:00.000
71,"plasmonic, metamaterials, metamaterial, plasmon, dielectric",177,2021-12-01 04:48:00.000
72,"news, fake, opinion, social, twitter",121,2021-12-01 04:48:00.000
73,"inverse problems, diffusion models, bayesian inverse, normalizing flows, normalizing",85,2021-12-01 04:48:00.000
74,"supernova, ia, sn, remnant, remnants",164,2021-12-01 04:48:00.000
75,"entanglement, multipartite, entanglement entropy, entangled, quantum entanglement",128,2021-12-01 04:48:00.000
76,"boseeinstein, bose, condensates, superfluid, condensate",147,2021-12-01 04:48:00.000
77,"neutron, neutron stars, star, stars, mergers",148,2021-12-01 04:48:00.000
78,"matrices, random matrices, markov, markov chains, chains",150,2021-12-01 04:48:00.000
79,"telescope, astronomical, astronomy, observatory, sky",155,2021-12-01 04:48:00.000
80,"detector, detectors, argon, liquid, pixel",157,2021-12-01 04:48:00.000
81,"knots, knot, links, braid, homology",114,2021-12-01 04:48:00.000
82,"materials, crystal, atomistic, additive manufacturing, manufacturing",120,2021-12-01 04:48:00.000
83,"remote sensing, remote, sensing, crop, imagery",85,2021-12-01 04:48:00.000
84,"summarization, sentiment, sentiment analysis, topic, abstractive",124,2021-12-01 04:48:00.000
-1,"quantum, equations, optical, spin, visual",30804,2022-04-13 08:24:00.000
0,"galaxies, galaxy, stars, stellar, star",2154,2022-04-13 08:24:00.000
1,"superconductivity, magnetic, spin, hall, superconducting",1942,2022-04-13 08:24:00.000
2,"collisions, qcd, production, higgs, decays",1428,2022-04-13 08:24:00.000
3,"curvature, surfaces, curves, manifolds, bundles",1483,2022-04-13 08:24:00.000
4,"gravity, gauge, theories, cosmological, inflation",1276,2022-04-13 08:24:00.000
5,"mimo, wireless, communications, massive, intelligent",1058,2022-04-13 08:24:00.000
6,"graphs, trees, hypergraphs, chromatic, spanning",1034,2022-04-13 08:24:00.000
7,"language, language models, machine translation, translation, entity",625,2022-04-13 08:24:00.000
8,"segmentation, medical, medical image, mri, image segmentation",876,2022-04-13 08:24:00.000
9,"black, black holes, holes, black hole, hole",806,2022-04-13 08:24:00.000
10,"speech, speaker, speech recognition, audio, music",853,2022-04-13 08:24:00.000
11,"quantum, circuits, quantum circuits, quantum computing, quantum systems",691,2022-04-13 08:24:00.000
12,"time series, forecasting, series forecasting, highdimensional, gaussian processes",648,2022-04-13 08:24:00.000
13,"ai, intelligence, artificial intelligence, humanai, education",314,2022-04-13 08:24:00.000
14,"nonconvex, convex, multiobjective, descent, optimization problems",567,2022-04-13 08:24:00.000
15,"algebras, categories, lie, modules, algebra",481,2022-04-13 08:24:00.000
16,"photonic, optical, cavity, fiber, laser",454,2022-04-13 08:24:00.000
17,"protein, molecular, cell, drug, dna",423,2022-04-13 08:24:00.000
18,"spiking, brain, eeg, spiking neural, disease",420,2022-04-13 08:24:00.000
19,"financial, market, stock, portfolio, volatility",399,2022-04-13 08:24:00.000
20,"pruning, architecture search, neural architecture, deep neural, training",478,2022-04-13 08:24:00.000
21,"reinforcement learning, reinforcement, policy, offline, offline reinforcement",441,2022-04-13 08:24:00.000
22,"granular, porous, fracture, droplets, polymer",467,2022-04-13 08:24:00.000
23,"electricity, charging, wind, grid, power systems",442,2022-04-13 08:24:00.000
24,"driving, autonomous, traffic, autonomous driving, planning",385,2022-04-13 08:24:00.000
25,"object detection, object, point cloud, lidar, cloud",489,2022-04-13 08:24:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, spread",469,2022-04-13 08:24:00.000
27,"domain adaptation, adaptation, label, contrastive, multilabel",491,2022-04-13 08:24:00.000
28,"manipulation, imitation, robot, tactile, imitation learning",334,2022-04-13 08:24:00.000
29,"causal, treatment, causal inference, survival, trials",363,2022-04-13 08:24:00.000
30,"dark, dark matter, dark energy, axion, sector",370,2022-04-13 08:24:00.000
31,"predictive control, optimal control, predictive, model predictive, nonlinear systems",331,2022-04-13 08:24:00.000
32,"navierstokes, navierstokes equations, equations, compressible, galerkin",372,2022-04-13 08:24:00.000
33,"pulsar, gammaray, xray, pulsars, bursts",351,2022-04-13 08:24:00.000
34,"software, source code, repair, code generation, bug",252,2022-04-13 08:24:00.000
35,"depth, depth estimation, monocular, stereo, scene",274,2022-04-13 08:24:00.000
36,"serverless, cloud, encryption, gpu, cryptography",299,2022-04-13 08:24:00.000
37,"adversarial, attacks, attack, adversarial attacks, backdoor",372,2022-04-13 08:24:00.000
38,"elliptic, fractional, equations, laplacian, regularity",315,2022-04-13 08:24:00.000
39,"operators, sobolev, hardy, inequality, inequalities",372,2022-04-13 08:24:00.000
40,"clinical, health, medical, depression, healthcare",206,2022-04-13 08:24:00.000
41,"face, facial, face recognition, recognition, deepfake",341,2022-04-13 08:24:00.000
42,"graph neural, node, link prediction, graphs, graph representation",278,2022-04-13 08:24:00.000
43,"neutrino, neutrinos, mass, oscillations, decay",269,2022-04-13 08:24:00.000
44,"superresolution, image superresolution, video, quality assessment, denoising",341,2022-04-13 08:24:00.000
45,"logic, automata, logics, boolean, modal",293,2022-04-13 08:24:00.000
46,"solar, coronal, wind, magnetic, flare",291,2022-04-13 08:24:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",297,2022-04-13 08:24:00.000
48,"plasma, plasmas, electron, laser, ion",263,2022-04-13 08:24:00.000
49,"federated, federated learning, personalized federated, learning federated, aggregation",315,2022-04-13 08:24:00.000
50,"bilayer, twisted, graphite, hall, electronic",329,2022-04-13 08:24:00.000
51,"question, knowledge, answering, knowledge graph, question answering",217,2022-04-13 08:24:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, operators",212,2022-04-13 08:24:00.000
53,"action, action recognition, recognition, reality, activity recognition",251,2022-04-13 08:24:00.000
54,"visionlanguage, multimodal, visual, pretraining, visionlanguage models",96,2022-04-13 08:24:00.000
55,"seismic, climate, earthquake, assimilation, weather",197,2022-04-13 08:24:00.000
56,"turbulence, turbulent, convection, vortex, waves",235,2022-04-13 08:24:00.000
57,"transformers, transformer, attention, vision transformers, vision",223,2022-04-13 08:24:00.000
58,"uav, aerial, drone, uavs, unmanned",189,2022-04-13 08:24:00.000
59,"texttoimage, image generation, scene graph, graph generation, editing",119,2022-04-13 08:24:00.000
60,"groups, subgroups, finite groups, finite, abelian",187,2022-04-13 08:24:00.000
61,"blockchain, smart, smart contracts, fraud, contracts",228,2022-04-13 08:24:00.000
62,"privacy, private, differential privacy, differentially private, differentially",235,2022-04-13 08:24:00.000
63,"games, nash, game, equilibria, mean field",205,2022-04-13 08:24:00.000
64,"brownian, brownian motion, stochastic differential, sdes, equations",204,2022-04-13 08:24:00.000
65,"codes, decoding, polar, coding, weight",209,2022-04-13 08:24:00.000
66,"dialogue, taskoriented, dialog, conversational, gender",181,2022-04-13 08:24:00.000
67,"anomaly, anomaly detection, outlier, outlier detection, time series",164,2022-04-13 08:24:00.000
68,"physicsinformed, physicsinformed neural, differential equations, partial differential, equations",148,2022-04-13 08:24:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",207,2022-04-13 08:24:00.000
70,"community, community detection, complex networks, centrality, social networks",166,2022-04-13 08:24:00.000
71,"metamaterials, plasmonic, metamaterial, plasmon, dielectric",159,2022-04-13 08:24:00.000
72,"news, fake, opinion, political, misinformation",155,2022-04-13 08:24:00.000
73,"inverse problems, diffusion models, normalizing, normalizing flows, bayesian inverse",62,2022-04-13 08:24:00.000
74,"supernova, ia, sn, remnant, remnants",148,2022-04-13 08:24:00.000
75,"entanglement, multipartite, entangled, entanglement entropy, quantum entanglement",134,2022-04-13 08:24:00.000
76,"boseeinstein, bose, condensates, superfluid, condensate",147,2022-04-13 08:24:00.000
77,"neutron, neutron stars, star, stars, mergers",159,2022-04-13 08:24:00.000
78,"markov, markov chains, matrices, random variables, chains",155,2022-04-13 08:24:00.000
79,"telescope, astronomy, observatory, astronomical, sky",153,2022-04-13 08:24:00.000
80,"detectors, detector, argon, liquid, readout",118,2022-04-13 08:24:00.000
81,"knots, knot, links, homology, braid",128,2022-04-13 08:24:00.000
82,"materials, additive manufacturing, potentials, manufacturing, molecular",113,2022-04-13 08:24:00.000
83,"remote sensing, remote, sensing, crop, imagery",113,2022-04-13 08:24:00.000
84,"summarization, sentiment, sentiment analysis, topic, abstractive",122,2022-04-13 08:24:00.000
-1,"quantum, equations, spin, language, optical",33081,2022-08-24 12:00:00.000
0,"galaxies, galaxy, stars, star, stellar",2445,2022-08-24 12:00:00.000
1,"spin, magnetic, superconductivity, hall, superconductors",1996,2022-08-24 12:00:00.000
2,"qcd, collisions, production, decays, lhc",1718,2022-08-24 12:00:00.000
3,"curvature, surfaces, curves, bundles, manifolds",1527,2022-08-24 12:00:00.000
4,"gravity, gauge, theories, inflation, cosmological",1490,2022-08-24 12:00:00.000
5,"mimo, wireless, communications, massive, communication",1111,2022-08-24 12:00:00.000
6,"graphs, trees, hypergraphs, cycles, coloring",1011,2022-08-24 12:00:00.000
7,"language, language models, translation, machine translation, large language",787,2022-08-24 12:00:00.000
8,"segmentation, medical, mri, medical image, image segmentation",892,2022-08-24 12:00:00.000
9,"black, black hole, hole, black holes, holes",959,2022-08-24 12:00:00.000
10,"speech, speaker, speech recognition, audio, music",908,2022-08-24 12:00:00.000
11,"quantum, circuits, quantum circuits, quantum systems, quantum computing",732,2022-08-24 12:00:00.000
12,"time series, forecasting, series forecasting, highdimensional, carlo",727,2022-08-24 12:00:00.000
13,"ai, intelligence, artificial intelligence, agents, education",362,2022-08-24 12:00:00.000
14,"nonconvex, descent, convex, gradient descent, optimization problems",601,2022-08-24 12:00:00.000
15,"algebras, lie, modules, categories, algebra",531,2022-08-24 12:00:00.000
16,"photonic, optical, cavity, laser, waveguide",526,2022-08-24 12:00:00.000
17,"protein, dna, drug, molecular, cell",483,2022-08-24 12:00:00.000
18,"spiking, brain, spiking neural, eeg, alzheimers",470,2022-08-24 12:00:00.000
19,"market, financial, stock, volatility, pricing",453,2022-08-24 12:00:00.000
20,"deep neural, architecture search, pruning, dnn, neural architecture",502,2022-08-24 12:00:00.000
21,"reinforcement learning, reinforcement, policy, offline, offline reinforcement",518,2022-08-24 12:00:00.000
22,"granular, porous, droplets, suspensions, polymer",501,2022-08-24 12:00:00.000
23,"electricity, charging, grid, electric, wind",495,2022-08-24 12:00:00.000
24,"driving, traffic, autonomous, planning, autonomous driving",426,2022-08-24 12:00:00.000
25,"object detection, object, point cloud, cloud, 3d object",528,2022-08-24 12:00:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, infection",444,2022-08-24 12:00:00.000
27,"domain adaptation, adaptation, label, multilabel, domain generalization",535,2022-08-24 12:00:00.000
28,"manipulation, imitation, robot, robotic, locomotion",358,2022-08-24 12:00:00.000
29,"causal, treatment, causal inference, trials, treatment effects",395,2022-08-24 12:00:00.000
30,"dark, dark matter, dark energy, axion, halos",427,2022-08-24 12:00:00.000
31,"predictive control, predictive, optimal control, nonlinear systems, model predictive",384,2022-08-24 12:00:00.000
32,"navierstokes, galerkin, navierstokes equations, equations, discontinuous galerkin",385,2022-08-24 12:00:00.000
33,"pulsar, gammaray, xray, bursts, pulsars",337,2022-08-24 12:00:00.000
34,"software, code generation, vulnerability, repair, bug",254,2022-08-24 12:00:00.000
35,"depth, depth estimation, monocular, stereo, rendering",257,2022-08-24 12:00:00.000
36,"serverless, gpu, cloud, hpc, encryption",319,2022-08-24 12:00:00.000
37,"adversarial, attacks, attack, backdoor, adversarial attacks",400,2022-08-24 12:00:00.000
38,"elliptic, fractional, equations, laplacian, elliptic equations",347,2022-08-24 12:00:00.000
39,"operators, sobolev, inequalities, banach, hardy",337,2022-08-24 12:00:00.000
40,"clinical, health, medical, depression, biomedical",235,2022-08-24 12:00:00.000
41,"face, facial, face recognition, recognition, deepfake",310,2022-08-24 12:00:00.000
42,"graph neural, node, link prediction, graphs, graph convolutional",369,2022-08-24 12:00:00.000
43,"neutrino, neutrinos, flavor, dark, oscillations",319,2022-08-24 12:00:00.000
44,"superresolution, image superresolution, video, image compression, denoising",315,2022-08-24 12:00:00.000
45,"logic, automata, boolean, logics, modal",227,2022-08-24 12:00:00.000
46,"solar, coronal, flare, wind, magnetic",361,2022-08-24 12:00:00.000
47,"recommendation, recommender, recommender systems, recommendations, user",260,2022-08-24 12:00:00.000
48,"plasma, plasmas, electron, laser, ionization",276,2022-08-24 12:00:00.000
49,"federated, federated learning, personalized federated, learning federated, client",301,2022-08-24 12:00:00.000
50,"bilayer, twisted, graphite, hall, tunneling",287,2022-08-24 12:00:00.000
51,"question, answering, question answering, knowledge, knowledge graph",264,2022-08-24 12:00:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, wave equations",239,2022-08-24 12:00:00.000
53,"action, action recognition, recognition, activity recognition, reality",263,2022-08-24 12:00:00.000
54,"visionlanguage, visionlanguage models, multimodal, pretraining, visual",105,2022-08-24 12:00:00.000
55,"climate, seismic, precipitation, assimilation, weather",246,2022-08-24 12:00:00.000
56,"turbulence, turbulent, convection, vortex, waves",245,2022-08-24 12:00:00.000
57,"transformers, transformer, attention, vision, vision transformers",243,2022-08-24 12:00:00.000
58,"uav, aerial, drone, uavs, unmanned",249,2022-08-24 12:00:00.000
59,"texttoimage, style, editing, scene graph, image generation",120,2022-08-24 12:00:00.000
60,"groups, subgroups, finite groups, finite, abelian",189,2022-08-24 12:00:00.000
61,"blockchain, smart, smart contracts, fraud, contracts",230,2022-08-24 12:00:00.000
62,"privacy, private, differential privacy, differentially private, differentially",245,2022-08-24 12:00:00.000
63,"games, game, nash, mean field, equilibria",190,2022-08-24 12:00:00.000
64,"brownian, brownian motion, stochastic differential, sdes, equations",216,2022-08-24 12:00:00.000
65,"codes, decoding, cyclic, polar, selfdual",188,2022-08-24 12:00:00.000
66,"dialogue, taskoriented, dialog, state tracking, opendomain",168,2022-08-24 12:00:00.000
67,"anomaly detection, anomaly, outlier, outlier detection, unsupervised",182,2022-08-24 12:00:00.000
68,"physicsinformed, physicsinformed neural, differential equations, partial differential, equations",185,2022-08-24 12:00:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",203,2022-08-24 12:00:00.000
70,"community, community detection, complex networks, social networks, social",189,2022-08-24 12:00:00.000
71,"metamaterials, plasmonic, plasmon, metamaterial, surface",158,2022-08-24 12:00:00.000
72,"news, opinion, fake, social, misinformation",150,2022-08-24 12:00:00.000
73,"inverse problems, diffusion models, normalizing, normalizing flows, denoising diffusion",99,2022-08-24 12:00:00.000
74,"supernova, ia, sn, remnant, remnants",157,2022-08-24 12:00:00.000
75,"entanglement, entangled, entanglement entropy, multipartite, quantum",156,2022-08-24 12:00:00.000
76,"boseeinstein, bose, condensates, condensate, superfluid",154,2022-08-24 12:00:00.000
77,"neutron, neutron stars, star, stars, mergers",155,2022-08-24 12:00:00.000
78,"matrices, markov, markov chains, random matrices, chains",162,2022-08-24 12:00:00.000
79,"telescope, astronomy, astronomical, sky, radio",172,2022-08-24 12:00:00.000
80,"detectors, detector, readout, silicon, pixel",198,2022-08-24 12:00:00.000
81,"knots, knot, links, braid, homology",133,2022-08-24 12:00:00.000
82,"materials, interatomic, force fields, potentials, additive manufacturing",117,2022-08-24 12:00:00.000
83,"remote sensing, remote, sensing, crop, plant",128,2022-08-24 12:00:00.000
84,"summarization, sentiment, sentiment analysis, abstractive, topic",133,2022-08-24 12:00:00.000
-1,"quantum, equations, optical, spin, language",33695,2023-01-04 15:36:00.000
0,"galaxies, galaxy, stars, star, stellar",2480,2023-01-04 15:36:00.000
1,"hall, magnetic, superconductivity, spin, films",2044,2023-01-04 15:36:00.000
2,"qcd, collisions, production, decays, quark",1580,2023-01-04 15:36:00.000
3,"surfaces, curvature, curves, bundles, manifolds",1566,2023-01-04 15:36:00.000
4,"gravity, gauge, inflation, theories, cosmological",1589,2023-01-04 15:36:00.000
5,"mimo, wireless, communications, beamforming, communication",1067,2023-01-04 15:36:00.000
6,"graphs, trees, hypergraphs, coloring, cycles",1024,2023-01-04 15:36:00.000
7,"language, language models, translation, large language, machine translation",612,2023-01-04 15:36:00.000
8,"segmentation, mri, medical, medical image, image segmentation",890,2023-01-04 15:36:00.000
9,"black, black hole, black holes, holes, hole",913,2023-01-04 15:36:00.000
10,"speech, audio, speech recognition, music, speaker",752,2023-01-04 15:36:00.000
11,"quantum, quantum computing, circuits, quantum circuits, quantum circuit",761,2023-01-04 15:36:00.000
12,"time series, forecasting, series forecasting, highdimensional, multivariate",696,2023-01-04 15:36:00.000
13,"ai, intelligence, artificial intelligence, ethics, students",396,2023-01-04 15:36:00.000
14,"nonconvex, descent, convex, gradient descent, optimization problems",643,2023-01-04 15:36:00.000
15,"algebras, categories, lie, modules, algebra",554,2023-01-04 15:36:00.000
16,"photonic, optical, cavity, waveguide, laser",526,2023-01-04 15:36:00.000
17,"protein, molecular, cell, drug, dna",446,2023-01-04 15:36:00.000
18,"spiking, brain, spiking neural, eeg, neuromorphic",472,2023-01-04 15:36:00.000
19,"market, financial, portfolio, pricing, stock",437,2023-01-04 15:36:00.000
20,"deep neural, pruning, architecture search, training, dnn",507,2023-01-04 15:36:00.000
21,"reinforcement learning, reinforcement, policy, offline, multiagent",517,2023-01-04 15:36:00.000
22,"porous, granular, droplet, colloidal, polymer",482,2023-01-04 15:36:00.000
23,"electricity, wind, load, grid, power systems",458,2023-01-04 15:36:00.000
24,"driving, autonomous, traffic, planning, autonomous driving",424,2023-01-04 15:36:00.000
25,"object detection, object, point cloud, cloud, 3d object",549,2023-01-04 15:36:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, infection",406,2023-01-04 15:36:00.000
27,"domain adaptation, adaptation, label, domain generalization, contrastive",455,2023-01-04 15:36:00.000
28,"manipulation, imitation, robotic, robot, grasping",401,2023-01-04 15:36:00.000
29,"causal, treatment, causal inference, imputation, trials",438,2023-01-04 15:36:00.000
30,"dark, dark matter, dark energy, axion, ultralight",399,2023-01-04 15:36:00.000
31,"predictive control, optimal control, predictive, model predictive, control problems",419,2023-01-04 15:36:00.000
32,"navierstokes, navierstokes equations, galerkin, equations, element",401,2023-01-04 15:36:00.000
33,"pulsar, gammaray, grb, xray, pulsars",382,2023-01-04 15:36:00.000
34,"software, code generation, vulnerability, source code, repair",300,2023-01-04 15:36:00.000
35,"depth, depth estimation, monocular, stereo, splatting",313,2023-01-04 15:36:00.000
36,"gpu, encryption, serverless, hpc, cloud",328,2023-01-04 15:36:00.000
37,"adversarial, attacks, backdoor, adversarial attacks, attack",332,2023-01-04 15:36:00.000
38,"fractional, elliptic, equations, laplacian, parabolic",331,2023-01-04 15:36:00.000
39,"operators, sobolev, banach, inequalities, inequality",332,2023-01-04 15:36:00.000
40,"clinical, health, medical, biomedical, healthcare",271,2023-01-04 15:36:00.000
41,"face, facial, face recognition, recognition, expression",356,2023-01-04 15:36:00.000
42,"graph neural, node, graphs, link prediction, graph representation",347,2023-01-04 15:36:00.000
43,"neutrino, neutrinos, oscillations, majorana, dark",304,2023-01-04 15:36:00.000
44,"superresolution, denoising, image superresolution, video, image compression",346,2023-01-04 15:36:00.000
45,"logic, automata, boolean, logics, proof",275,2023-01-04 15:36:00.000
46,"solar, coronal, flare, wind, magnetic",333,2023-01-04 15:36:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",275,2023-01-04 15:36:00.000
48,"plasma, plasmas, laser, electron, ion",267,2023-01-04 15:36:00.000
49,"federated, federated learning, client, learning federated, personalized federated",345,2023-01-04 15:36:00.000
50,"bilayer, twisted, graphite, moire, hall",255,2023-01-04 15:36:00.000
51,"question, answering, knowledge, question answering, knowledge graph",193,2023-01-04 15:36:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, wellposedness",274,2023-01-04 15:36:00.000
53,"action, action recognition, recognition, reality, activity recognition",282,2023-01-04 15:36:00.000
54,"visionlanguage, multimodal, visionlanguage models, visual, reasoning",140,2023-01-04 15:36:00.000
55,"climate, seismic, weather, assimilation, earthquake",248,2023-01-04 15:36:00.000
56,"turbulence, turbulent, convection, vortex, turbulent flows",255,2023-01-04 15:36:00.000
57,"transformers, transformer, vision, vision transformers, attention",241,2023-01-04 15:36:00.000
58,"uav, aerial, swarm, uavs, drone",231,2023-01-04 15:36:00.000
59,"texttoimage, image generation, editing, diffusion models, video",185,2023-01-04 15:36:00.000
60,"groups, subgroups, finite, finite groups, abelian",227,2023-01-04 15:36:00.000
61,"blockchain, smart, smart contracts, contracts, fraud",256,2023-01-04 15:36:00.000
62,"privacy, private, differentially private, differentially, differential privacy",215,2023-01-04 15:36:00.000
63,"games, nash, game, mean field, nash equilibrium",231,2023-01-04 15:36:00.000
64,"brownian, brownian motion, sdes, stochastic differential, equations",174,2023-01-04 15:36:00.000
65,"codes, decoding, polar, coding, cyclic",198,2023-01-04 15:36:00.000
66,"dialogue, chatgpt, taskoriented, dialog, conversational",213,2023-01-04 15:36:00.000
