Topic,Words,Frequency,Timestamp
63,"laser, comb, soliton, photonic, fiber",171,2021-12-01 04:48:00.000
64,"qkd, key distribution, quantum key, secure, cryptography",133,2021-12-01 04:48:00.000
65,"beam, laser, plasma, electron, accelerator",211,2021-12-01 04:48:00.000
66,"climate, weather, precipitation, forecasting, forecasts",124,2021-12-01 04:48:00.000
67,"clinical, biomedical, notes, clinical notes, patient",75,2021-12-01 04:48:00.000
68,"oscillators, species, kuramoto, chimera, populations",155,2021-12-01 04:48:00.000
69,"vr, gaze, virtual reality, ar, eye",101,2021-12-01 04:48:00.000
70,"reedsolomon, dna, mds, reedsolomon codes, minimum distance",143,2021-12-01 04:48:00.000
71,"hamiltonian, orbits, integrable, limit cycles, hamiltonian systems",142,2021-12-01 04:48:00.000
72,"nonhermitian, hall, quantum hall, chern, insulators",141,2021-12-01 04:48:00.000
73,"centrality, community detection, stochastic block, community structure, centrality measures",150,2021-12-01 04:48:00.000
74,"dislocation, grain, alloys, alloy, grain boundary",134,2021-12-01 04:48:00.000
-1,"spin, video, semantic, social, electron",20907,2022-04-13 08:24:00.000
0,"stars, galaxies, dark, stellar, galaxy",10485,2022-04-13 08:24:00.000
1,"algebras, varieties, cohomology, polynomials, elliptic",5909,2022-04-13 08:24:00.000
2,"wireless, mimo, beamforming, ris, intelligent",1593,2022-04-13 08:24:00.000
3,"particles, liquid, shear, turbulent, turbulence",1310,2022-04-13 08:24:00.000
4,"segmentation, ct, medical image, mri, clinical",1159,2022-04-13 08:24:00.000
5,"speech, audio, speaker, asr, music",1148,2022-04-13 08:24:00.000
6,"reinforcement learning, policy, rl, robot, robots",940,2022-04-13 08:24:00.000
7,"vertex, coloring, subgraph, bipartite, planar",1010,2022-04-13 08:24:00.000
8,"point cloud, scene, lidar, point clouds, camera",881,2022-04-13 08:24:00.000
9,"brownian, brownian motion, percolation, random variables, stochastic differential",909,2022-04-13 08:24:00.000
10,"games, regret, bandit, bandits, nash",661,2022-04-13 08:24:00.000
11,"qubits, gates, quantum computers, quantum computing, quantum circuits",608,2022-04-13 08:24:00.000
12,"federated, privacy, federated learning, fl, clients",684,2022-04-13 08:24:00.000
13,"spin, hall, magnetization, antiferromagnetic, ferromagnetic",591,2022-04-13 08:24:00.000
14,"captioning, visionlanguage, image captioning, crossmodal, vqa",296,2022-04-13 08:24:00.000
15,"estimators, posterior, nonparametric, lasso, mcmc",514,2022-04-13 08:24:00.000
16,"superconducting, superconductivity, superconductors, superconductor, majorana",525,2022-04-13 08:24:00.000
17,"pruning, nas, architecture search, accelerators, neural architecture",478,2022-04-13 08:24:00.000
18,"physicsinformed, seismic, pdes, pinns, partial differential",469,2022-04-13 08:24:00.000
19,"electricity, charging, renewable, voltage, power flow",516,2022-04-13 08:24:00.000
20,"finite element, mesh, galerkin, meshes, discretization",468,2022-04-13 08:24:00.000
21,"semantics, logics, automata, calculus, languages",502,2022-04-13 08:24:00.000
22,"social, dialogue, news, social media, hate",502,2022-04-13 08:24:00.000
23,"anomaly detection, hyperspectral, sar, remote sensing, underwater",414,2022-04-13 08:24:00.000
24,"developers, bug, bugs, software engineering, source code",344,2022-04-13 08:24:00.000
25,"excitons, monolayer, thermal, perovskite, phonon",413,2022-04-13 08:24:00.000
26,"malware, attacks, adversarial, intrusion, intrusion detection",257,2022-04-13 08:24:00.000
27,"solar, coronal, reconnection, solar wind, magnetic field",370,2022-04-13 08:24:00.000
28,"bell, nonlocality, multipartite, quantum mechanics, quantum states",308,2022-04-13 08:24:00.000
29,"relu, gradient descent, sgd, ntk, learning rate",340,2022-04-13 08:24:00.000
30,"trials, treatment effects, causal inference, covariates, estimators",314,2022-04-13 08:24:00.000
31,"eeg, brain, ecg, sleep, fmri",297,2022-04-13 08:24:00.000
32,"market, financial, stock, volatility, portfolio",286,2022-04-13 08:24:00.000
33,"metasurfaces, metasurface, plasmonic, photonic, metamaterials",293,2022-04-13 08:24:00.000
34,"traffic, vehicles, vehicle, autonomous driving, trajectory prediction",281,2022-04-13 08:24:00.000
35,"languages, machine translation, word, multilingual, sentence",315,2022-04-13 08:24:00.000
36,"controller, mpc, predictive control, controllers, model predictive",311,2022-04-13 08:24:00.000
37,"adversarial, attacks, adversarial examples, backdoor, adversarial attacks",323,2022-04-13 08:24:00.000
38,"student, education, teaching, courses, ethics",206,2022-04-13 08:24:00.000
39,"planning, robots, robot, motion planning, path planning",253,2022-04-13 08:24:00.000
40,"recommendation, recommender, recommender systems, items, item",305,2022-04-13 08:24:00.000
41,"nonconvex, optimization problems, proximal, nonsmooth, convergence rate",253,2022-04-13 08:24:00.000
42,"photon, atoms, photons, atom, rydberg",273,2022-04-13 08:24:00.000
43,"blockchain, contracts, transaction, transactions, ethereum",287,2022-04-13 08:24:00.000
44,"covid19, epidemic, disease, infection, pandemic",298,2022-04-13 08:24:00.000
45,"superresolution, video, deblurring, denoising, image superresolution",333,2022-04-13 08:24:00.000
46,"spiking, neurons, neuromorphic, spiking neural, snns",233,2022-04-13 08:24:00.000
47,"graphene, bilayer, bilayer graphene, twisted, twisted bilayer",288,2022-04-13 08:24:00.000
48,"action recognition, video, pose estimation, human pose, 3d human",325,2022-04-13 08:24:00.000
49,"gnns, graph neural, gnn, networks gnns, node classification",249,2022-04-13 08:24:00.000
50,"manybody, quantum systems, mbl, open quantum, chaos",239,2022-04-13 08:24:00.000
51,"traffic, travel, mobility, urban, routing",234,2022-04-13 08:24:00.000
52,"navierstokes, euler, navierstokes equations, compressible, euler equations",264,2022-04-13 08:24:00.000
53,"segmentation, object detection, semantic segmentation, semantic, transformers",353,2022-04-13 08:24:00.000
54,"llms, preference learning, logical reasoning, language models, rationales",6,2022-04-13 08:24:00.000
55,"boseeinstein, superfluid, condensate, bose, condensates",199,2022-04-13 08:24:00.000
56,"protein, drug, molecular, molecules, proteins",148,2022-04-13 08:24:00.000
57,"question answering, qa, query, queries, documents",147,2022-04-13 08:24:00.000
58,"domain adaptation, unlabeled, ssl, active learning, fewshot",295,2022-04-13 08:24:00.000
59,"transformers, pruning, incontext, language models, incontext learning",82,2022-04-13 08:24:00.000
60,"face recognition, deepfake, facial, fingerprint, forgery",218,2022-04-13 08:24:00.000
61,"molecular, interatomic, crystal, dft, interatomic potentials",137,2022-04-13 08:24:00.000
62,"plasma, plasmas, electron, tokamak, gyrokinetic",156,2022-04-13 08:24:00.000
63,"laser, lasers, photonic, fiber, comb",164,2022-04-13 08:24:00.000
64,"key distribution, qkd, quantum key, secure, cryptography",182,2022-04-13 08:24:00.000
65,"laser, beam, electron, plasma, accelerator",164,2022-04-13 08:24:00.000
66,"climate, weather, precipitation, assimilation, forecasting",111,2022-04-13 08:24:00.000
67,"clinical, biomedical, notes, clinical notes, health",86,2022-04-13 08:24:00.000
68,"oscillators, species, kuramoto, fitness, populations",127,2022-04-13 08:24:00.000
69,"vr, gaze, virtual reality, eye, ar",110,2022-04-13 08:24:00.000
70,"mds, dna, reedsolomon, hamming, repair",166,2022-04-13 08:24:00.000
71,"hamiltonian, integrable, orbits, nonholonomic, bifurcation",132,2022-04-13 08:24:00.000
72,"nonhermitian, quantum hall, hall, insulators, chern",160,2022-04-13 08:24:00.000
73,"community detection, centrality, stochastic block, hypergraphs, block model",112,2022-04-13 08:24:00.000
74,"dislocation, alloys, grain, alloy, batteries",139,2022-04-13 08:24:00.000
-1,"spin, video, semantic, language models, social",22655,2022-08-24 12:00:00.000
0,"stars, galaxies, dark, stellar, galaxy",12202,2022-08-24 12:00:00.000
1,"algebras, cohomology, varieties, polynomials, elliptic",6236,2022-08-24 12:00:00.000
2,"wireless, mimo, ris, beamforming, 5g",1669,2022-08-24 12:00:00.000
3,"particles, shear, liquid, turbulent, turbulence",1444,2022-08-24 12:00:00.000
4,"segmentation, mri, ct, clinical, medical image",1122,2022-08-24 12:00:00.000
5,"speech, audio, speaker, music, asr",1189,2022-08-24 12:00:00.000
6,"reinforcement learning, policy, rl, robot, robots",995,2022-08-24 12:00:00.000
7,"vertex, coloring, subgraph, bipartite, planar",1054,2022-08-24 12:00:00.000
8,"point cloud, scene, lidar, point clouds, camera",929,2022-08-24 12:00:00.000
9,"brownian, percolation, brownian motion, random walk, stochastic differential",882,2022-08-24 12:00:00.000
10,"games, regret, bandit, bandits, players",675,2022-08-24 12:00:00.000
11,"qubits, quantum circuits, quantum computing, variational quantum, gates",639,2022-08-24 12:00:00.000
12,"federated, privacy, federated learning, fl, clients",718,2022-08-24 12:00:00.000
13,"spin, hall, magnetization, ferromagnetic, antiferromagnetic",578,2022-08-24 12:00:00.000
14,"visionlanguage, clip, captioning, vqa, zeroshot",383,2022-08-24 12:00:00.000
15,"estimators, posterior, nonparametric, mcmc, lasso",524,2022-08-24 12:00:00.000
16,"superconducting, superconductivity, superconductors, superconductor, majorana",554,2022-08-24 12:00:00.000
17,"pruning, nas, workloads, accelerators, architecture search",471,2022-08-24 12:00:00.000
18,"physicsinformed, pdes, pinns, physicsinformed neural, seismic",519,2022-08-24 12:00:00.000
19,"electricity, charging, renewable, voltage, power systems",548,2022-08-24 12:00:00.000
20,"finite element, galerkin, mesh, discretization, discontinuous galerkin",498,2022-08-24 12:00:00.000
21,"automata, semantics, logics, calculus, languages",391,2022-08-24 12:00:00.000
22,"social, dialogue, news, social media, twitter",475,2022-08-24 12:00:00.000
23,"anomaly detection, hyperspectral, remote sensing, sar, imagery",474,2022-08-24 12:00:00.000
24,"developers, bug, software development, source code, vulnerability",329,2022-08-24 12:00:00.000
25,"exciton, monolayer, excitons, perovskite, metal",384,2022-08-24 12:00:00.000
26,"malware, attacks, iot, privacy, adversarial",292,2022-08-24 12:00:00.000
27,"solar, coronal, solar wind, reconnection, magnetic field",429,2022-08-24 12:00:00.000
28,"quantum mechanics, nonlocality, bell, multipartite, contextuality",348,2022-08-24 12:00:00.000
29,"relu, gradient descent, sgd, activation functions, learning rate",374,2022-08-24 12:00:00.000
30,"trials, treatment effects, causal inference, estimators, covariates",363,2022-08-24 12:00:00.000
31,"eeg, brain, ecg, sleep, fmri",317,2022-08-24 12:00:00.000
32,"market, stock, volatility, financial, portfolio",307,2022-08-24 12:00:00.000
33,"metasurfaces, photonic, metasurface, plasmonic, scattering",345,2022-08-24 12:00:00.000
34,"traffic, vehicles, vehicle, autonomous driving, autonomous vehicles",303,2022-08-24 12:00:00.000
35,"languages, machine translation, multilingual, sentence, word",386,2022-08-24 12:00:00.000
36,"controller, mpc, predictive control, controllers, nonlinear systems",351,2022-08-24 12:00:00.000
37,"adversarial, attacks, adversarial examples, backdoor, adversarial training",302,2022-08-24 12:00:00.000
38,"education, student, teaching, courses, educational",181,2022-08-24 12:00:00.000
39,"planning, robots, robot, motion planning, controller",282,2022-08-24 12:00:00.000
40,"recommendation, recommender, recommender systems, items, item",255,2022-08-24 12:00:00.000
41,"nonconvex, optimization problems, proximal, nonsmooth, convergence rate",270,2022-08-24 12:00:00.000
42,"atoms, photon, photons, atom, cavity",271,2022-08-24 12:00:00.000
43,"blockchain, contracts, transactions, transaction, smart contracts",292,2022-08-24 12:00:00.000
44,"covid19, epidemic, pandemic, infection, disease",305,2022-08-24 12:00:00.000
45,"superresolution, video, deblurring, denoising, image superresolution",305,2022-08-24 12:00:00.000
46,"spiking, neurons, snns, spiking neural, neuromorphic",264,2022-08-24 12:00:00.000
47,"graphene, bilayer, bilayer graphene, twisted, twisted bilayer",253,2022-08-24 12:00:00.000
48,"action recognition, pose estimation, video, human pose, 3d human",275,2022-08-24 12:00:00.000
49,"gnns, graph neural, gnn, node classification, networks gnns",313,2022-08-24 12:00:00.000
50,"manybody, quantum systems, open quantum, thermalization, mbl",248,2022-08-24 12:00:00.000
51,"traffic, mobility, urban, travel, transit",235,2022-08-24 12:00:00.000
52,"navierstokes, euler, compressible, navierstokes equations, incompressible",222,2022-08-24 12:00:00.000
53,"segmentation, semantic segmentation, object detection, semantic, transformers",343,2022-08-24 12:00:00.000
54,"reward, language models, prompting, llms, numerical reasoning",37,2022-08-24 12:00:00.000
55,"boseeinstein, bose, superfluid, condensate, vortex",213,2022-08-24 12:00:00.000
56,"protein, drug, molecular, molecules, drug discovery",188,2022-08-24 12:00:00.000
57,"qa, question answering, query, texttosql, multihop",197,2022-08-24 12:00:00.000
58,"domain adaptation, contrastive, active learning, ssl, fewshot",324,2022-08-24 12:00:00.000
59,"transformers, language models, incontext, incontext learning, prompt tuning",108,2022-08-24 12:00:00.000
60,"face recognition, facial, deepfake, forgery, fingerprint",199,2022-08-24 12:00:00.000
61,"molecular, interatomic, dft, crystal, interatomic potentials",180,2022-08-24 12:00:00.000
62,"plasma, plasmas, tokamak, electron, discharge",187,2022-08-24 12:00:00.000
63,"laser, photonic, comb, soliton, fiber",182,2022-08-24 12:00:00.000
64,"qkd, key distribution, quantum key, secure, secret",172,2022-08-24 12:00:00.000
65,"beam, laser, electron, plasma, accelerator",188,2022-08-24 12:00:00.000
66,"climate, weather, precipitation, forecasting, assimilation",153,2022-08-24 12:00:00.000
67,"clinical, biomedical, notes, health, clinical notes",97,2022-08-24 12:00:00.000
68,"species, oscillators, kuramoto, fitness, ecological",158,2022-08-24 12:00:00.000
69,"vr, gaze, virtual reality, ar, immersive",138,2022-08-24 12:00:00.000
70,"mds, dna, reedsolomon, selfdual, hamming",162,2022-08-24 12:00:00.000
71,"integrable, orbits, hamiltonian, hamiltonian systems, chaotic",139,2022-08-24 12:00:00.000
72,"nonhermitian, quantum hall, hall, chern, insulators",151,2022-08-24 12:00:00.000
73,"community detection, centrality, stochastic block, complex networks, social",150,2022-08-24 12:00:00.000
74,"dislocation, alloys, grain, dislocations, alloy",159,2022-08-24 12:00:00.000
-1,"spin, video, language models, semantic, llms",22891,2023-01-04 15:36:00.000
0,"stars, galaxies, dark, stellar, galaxy",11928,2023-01-04 15:36:00.000
1,"algebras, polynomials, cohomology, varieties, projective",6330,2023-01-04 15:36:00.000
2,"wireless, mimo, ris, beamforming, 5g",1636,2023-01-04 15:36:00.000
3,"particles, liquid, shear, turbulent, turbulence",1427,2023-01-04 15:36:00.000
4,"segmentation, mri, ct, medical image, clinical",1138,2023-01-04 15:36:00.000
5,"speech, audio, speaker, music, asr",1068,2023-01-04 15:36:00.000
6,"reinforcement learning, policy, robot, rl, robots",1092,2023-01-04 15:36:00.000
7,"vertex, coloring, subgraph, planar, bipartite",1034,2023-01-04 15:36:00.000
8,"point cloud, scene, lidar, camera, point clouds",1074,2023-01-04 15:36:00.000
9,"brownian, brownian motion, percolation, random walk, fractional",849,2023-01-04 15:36:00.000
10,"games, regret, bandit, bandits, nash",755,2023-01-04 15:36:00.000
11,"qubits, quantum computing, gates, quantum circuits, quantum computers",702,2023-01-04 15:36:00.000
12,"federated, privacy, federated learning, fl, clients",728,2023-01-04 15:36:00.000
13,"spin, hall, magnetization, antiferromagnetic, ferromagnetic",668,2023-01-04 15:36:00.000
14,"captioning, visionlanguage, imagetext, texttoimage, clip",403,2023-01-04 15:36:00.000
15,"estimators, posterior, nonparametric, lowrank, maximum likelihood",559,2023-01-04 15:36:00.000
16,"superconducting, superconductivity, superconductors, superconductor, majorana",505,2023-01-04 15:36:00.000
17,"pruning, nas, workloads, accelerators, gpus",520,2023-01-04 15:36:00.000
18,"physicsinformed, seismic, pdes, pinns, physicsinformed neural",577,2023-01-04 15:36:00.000
19,"electricity, renewable, charging, voltage, power systems",495,2023-01-04 15:36:00.000
20,"finite element, galerkin, mesh, discretization, meshes",579,2023-01-04 15:36:00.000
21,"semantics, automata, logics, languages, calculus",481,2023-01-04 15:36:00.000
22,"social, news, social media, dialogue, twitter",489,2023-01-04 15:36:00.000
23,"anomaly detection, hyperspectral, sar, hsi, remote sensing",415,2023-01-04 15:36:00.000
24,"developers, software engineering, software development, source code, bugs",401,2023-01-04 15:36:00.000
25,"exciton, excitons, perovskite, monolayer, metal",434,2023-01-04 15:36:00.000
26,"attacks, malware, iot, intrusion, traffic",304,2023-01-04 15:36:00.000
27,"solar, coronal, solar wind, magnetic field, wind",422,2023-01-04 15:36:00.000
28,"bell, nonlocality, quantum mechanics, multipartite, inequalities",384,2023-01-04 15:36:00.000
29,"relu, gradient descent, sgd, activation functions, adam",377,2023-01-04 15:36:00.000
30,"trials, treatment effects, causal inference, estimators, covariates",368,2023-01-04 15:36:00.000
31,"eeg, brain, ecg, sleep, fmri",316,2023-01-04 15:36:00.000
32,"market, stock, financial, portfolio, volatility",307,2023-01-04 15:36:00.000
33,"metasurfaces, metasurface, photonic, plasmonic, metamaterials",351,2023-01-04 15:36:00.000
34,"traffic, vehicles, vehicle, autonomous driving, autonomous vehicles",296,2023-01-04 15:36:00.000
35,"languages, machine translation, multilingual, sentence, word",254,2023-01-04 15:36:00.000
36,"controller, predictive control, mpc, controllers, model predictive",362,2023-01-04 15:36:00.000
37,"adversarial, attacks, adversarial attacks, adversarial examples, backdoor",288,2023-01-04 15:36:00.000
38,"education, student, educational, ethics, teaching",243,2023-01-04 15:36:00.000
39,"planning, robots, robot, motion planning, aerial",304,2023-01-04 15:36:00.000
40,"recommendation, recommender, recommender systems, items, item",291,2023-01-04 15:36:00.000
41,"optimization problems, nonconvex, proximal, nonsmooth, convergence rate",309,2023-01-04 15:36:00.000
42,"atoms, photon, cavity, photons, rydberg",325,2023-01-04 15:36:00.000
43,"blockchain, contracts, transactions, smart contracts, blockchains",299,2023-01-04 15:36:00.000
44,"covid19, epidemic, pandemic, disease, infection",262,2023-01-04 15:36:00.000
45,"superresolution, video, denoising, image restoration, image superresolution",322,2023-01-04 15:36:00.000
46,"spiking, neuromorphic, snns, spiking neural, neurons",226,2023-01-04 15:36:00.000
47,"graphene, bilayer, bilayer graphene, moire, twisted",247,2023-01-04 15:36:00.000
48,"action recognition, video, pose estimation, human pose, 3d human",296,2023-01-04 15:36:00.000
49,"gnns, graph neural, gnn, networks gnns, node classification",277,2023-01-04 15:36:00.000
50,"manybody, quantum systems, thermalization, open quantum, chaotic",251,2023-01-04 15:36:00.000
51,"traffic, travel, urban, mobility, vehicle",226,2023-01-04 15:36:00.000
52,"navierstokes, euler, navierstokes equations, compressible, euler equations",225,2023-01-04 15:36:00.000
53,"segmentation, semantic segmentation, object detection, semantic, coco",356,2023-01-04 15:36:00.000
54,"llms, language models, prompting, reasoning tasks, large language",37,2023-01-04 15:36:00.000
55,"boseeinstein, superfluid, bose, condensate, vortex",221,2023-01-04 15:36:00.000
56,"protein, drug, molecular, molecules, drug discovery",178,2023-01-04 15:36:00.000
57,"qa, question answering, query, texttosql, queries",125,2023-01-04 15:36:00.000
58,"domain adaptation, unlabeled, ssl, active learning, fewshot",251,2023-01-04 15:36:00.000
59,"transformers, incontext, incontext learning, icl, language models",84,2023-01-04 15:36:00.000
60,"face recognition, facial, deepfake, forgery, fingerprint",208,2023-01-04 15:36:00.000
61,"crystal, molecular, interatomic, materials science, dft",163,2023-01-04 15:36:00.000
62,"plasma, plasmas, electron, tokamak, ion",181,2023-01-04 15:36:00.000
63,"laser, photonic, comb, fiber, soliton",187,2023-01-04 15:36:00.000
64,"key distribution, quantum key, qkd, secure, secret",185,2023-01-04 15:36:00.000
65,"beam, laser, plasma, electron, accelerator",162,2023-01-04 15:36:00.000
66,"climate, weather, precipitation, forecasting, assimilation",151,2023-01-04 15:36:00.000
67,"clinical, biomedical, notes, patient, language models",104,2023-01-04 15:36:00.000
68,"species, oscillators, kuramoto, populations, kuramoto model",179,2023-01-04 15:36:00.000
69,"vr, gaze, virtual reality, eye, ar",165,2023-01-04 15:36:00.000
70,"mds, dna, selfdual, reedsolomon, hamming",169,2023-01-04 15:36:00.000
71,"integrable, hamiltonian, orbits, limit cycles, hamiltonian systems",166,2023-01-04 15:36:00.000
72,"nonhermitian, chern, hall, quantum hall, insulators",158,2023-01-04 15:36:00.000
73,"community detection, centrality, stochastic block, complex networks, block model",140,2023-01-04 15:36:00.000
74,"dislocation, alloys, grain, alloy, dislocations",167,2023-01-04 15:36:00.000
-1,"spin, language models, llms, video, semantic",25839,2023-05-17 19:12:00.000
0,"stars, galaxies, dark, stellar, galaxy",13087,2023-05-17 19:12:00.000
1,"algebras, cohomology, varieties, polynomials, projective",7250,2023-05-17 19:12:00.000
2,"wireless, mimo, ris, beamforming, antenna",1750,2023-05-17 19:12:00.000
3,"particles, liquid, shear, turbulence, droplet",1615,2023-05-17 19:12:00.000
4,"segmentation, medical image, mri, clinical, ct",1523,2023-05-17 19:12:00.000
5,"speech, audio, speaker, asr, music",1578,2023-05-17 19:12:00.000
6,"reinforcement learning, policy, robot, rl, robots",1130,2023-05-17 19:12:00.000
7,"vertex, coloring, bipartite, subgraph, domination",1278,2023-05-17 19:12:00.000
8,"point cloud, scene, lidar, point clouds, camera",1056,2023-05-17 19:12:00.000
9,"brownian, brownian motion, percolation, stochastic differential, random walk",834,2023-05-17 19:12:00.000
10,"games, regret, bandit, bandits, nash",777,2023-05-17 19:12:00.000
11,"qubits, quantum computing, variational quantum, quantum circuits, quantum algorithms",700,2023-05-17 19:12:00.000
12,"federated, privacy, federated learning, fl, clients",839,2023-05-17 19:12:00.000
13,"spin, hall, antiferromagnetic, magnetization, ferromagnetic",665,2023-05-17 19:12:00.000
14,"visionlanguage, texttoimage, editing, clip, captioning",576,2023-05-17 19:12:00.000
15,"estimators, posterior, nonparametric, lasso, lowrank",562,2023-05-17 19:12:00.000
16,"superconducting, superconductivity, superconductors, superconductor, josephson",639,2023-05-17 19:12:00.000
17,"pruning, accelerators, workloads, dnn, nas",544,2023-05-17 19:12:00.000
18,"physicsinformed, pdes, pinns, physicsinformed neural, seismic",637,2023-05-17 19:12:00.000
19,"electricity, renewable, charging, voltage, wind",511,2023-05-17 19:12:00.000
20,"finite element, galerkin, mesh, discretization, discontinuous galerkin",545,2023-05-17 19:12:00.000
21,"automata, semantics, logics, calculus, languages",995,2023-05-17 19:12:00.000
22,"social, dialogue, news, social media, hate",564,2023-05-17 19:12:00.000
23,"anomaly detection, hyperspectral, sar, remote sensing, underwater",530,2023-05-17 19:12:00.000
24,"developers, software development, code generation, vulnerability, software engineering",467,2023-05-17 19:12:00.000
25,"exciton, excitons, monolayer, perovskite, phonon",525,2023-05-17 19:12:00.000
26,"malware, attacks, privacy, iot, cybersecurity",344,2023-05-17 19:12:00.000
27,"solar, coronal, reconnection, solar wind, magnetic field",445,2023-05-17 19:12:00.000
28,"bell, nonlocality, quantum mechanics, multipartite, contextuality",358,2023-05-17 19:12:00.000
29,"relu, sgd, gradient descent, activation functions, learning rate",422,2023-05-17 19:12:00.000
30,"treatment effects, trials, causal inference, estimators, observational",369,2023-05-17 19:12:00.000
31,"eeg, brain, ecg, fmri, sleep",358,2023-05-17 19:12:00.000
32,"market, stock, financial, portfolio, trading",348,2023-05-17 19:12:00.000
33,"metasurfaces, photonic, metasurface, plasmonic, microscopy",415,2023-05-17 19:12:00.000
34,"traffic, vehicles, vehicle, autonomous driving, trajectory prediction",404,2023-05-17 19:12:00.000
35,"languages, machine translation, multilingual, sentence, crosslingual",391,2023-05-17 19:12:00.000
36,"controller, predictive control, controllers, mpc, nonlinear systems",327,2023-05-17 19:12:00.000
37,"adversarial, attacks, backdoor, adversarial attacks, adversarial examples",370,2023-05-17 19:12:00.000
38,"education, student, chatgpt, teaching, educational",315,2023-05-17 19:12:00.000
39,"planning, robots, robot, motion planning, path planning",355,2023-05-17 19:12:00.000
40,"recommendation, recommender, recommender systems, items, item",426,2023-05-17 19:12:00.000
41,"nonconvex, optimization problems, proximal, nonsmooth, convergence rate",320,2023-05-17 19:12:00.000
42,"photon, atoms, photons, cavity, atom",319,2023-05-17 19:12:00.000
43,"blockchain, contracts, transactions, smart contracts, blockchains",331,2023-05-17 19:12:00.000
44,"epidemic, covid19, infection, disease, pandemic",258,2023-05-17 19:12:00.000
45,"video, superresolution, lowlight, denoising, image restoration",321,2023-05-17 19:12:00.000
46,"spiking, spiking neural, snns, neuromorphic, neurons",285,2023-05-17 19:12:00.000
47,"graphene, bilayer graphene, bilayer, twisted, moire",297,2023-05-17 19:12:00.000
48,"action recognition, pose estimation, video, 3d human, human pose",341,2023-05-17 19:12:00.000
49,"gnns, graph neural, gnn, node classification, networks gnns",358,2023-05-17 19:12:00.000
50,"manybody, quantum systems, thermalization, chaos, quantum manybody",254,2023-05-17 19:12:00.000
51,"traffic, mobility, urban, travel, vehicle",231,2023-05-17 19:12:00.000
52,"navierstokes, navierstokes equations, euler, incompressible, compressible",295,2023-05-17 19:12:00.000
53,"segmentation, object detection, semantic segmentation, semantic, transformers",320,2023-05-17 19:12:00.000
54,"cot, llms, language models, large language, prompting",69,2023-05-17 19:12:00.000
55,"superfluid, boseeinstein, bose, condensate, vortex",220,2023-05-17 19:12:00.000
56,"protein, drug, molecular, molecules, drug discovery",197,2023-05-17 19:12:00.000
57,"qa, question answering, query, rag, language models",221,2023-05-17 19:12:00.000
58,"ssl, domain adaptation, contrastive, active learning, unlabeled",297,2023-05-17 19:12:00.000
59,"incontext, transformers, incontext learning, icl, language models",155,2023-05-17 19:12:00.000
60,"face recognition, forgery, facial, deepfake, fingerprint",240,2023-05-17 19:12:00.000
61,"molecular, interatomic, crystal, dft, interatomic potentials",226,2023-05-17 19:12:00.000
62,"plasma, plasmas, tokamak, electron, ion",253,2023-05-17 19:12:00.000
63,"laser, comb, soliton, photonic, combs",211,2023-05-17 19:12:00.000
64,"qkd, key distribution, quantum key, secure, secret",182,2023-05-17 19:12:00.000
65,"laser, beam, plasma, electron, accelerator",191,2023-05-17 19:12:00.000
66,"climate, weather, forecasting, precipitation, sea",151,2023-05-17 19:12:00.000
67,"clinical, biomedical, llms, notes, language models",174,2023-05-17 19:12:00.000
68,"species, oscillators, kuramoto, ecological, chimera",192,2023-05-17 19:12:00.000
69,"vr, gaze, ar, virtual reality, eye",138,2023-05-17 19:12:00.000
70,"mds, dna, reedsolomon, hamming, selfdual",160,2023-05-17 19:12:00.000
71,"integrable, orbits, hamiltonian, periodic orbits, toda",192,2023-05-17 19:12:00.000
72,"nonhermitian, quantum hall, hall, chern, skin",157,2023-05-17 19:12:00.000
73,"community detection, centrality, hypergraphs, stochastic block, hypergraph",186,2023-05-17 19:12:00.000
74,"alloys, dislocation, grain, alloy, batteries",152,2023-05-17 19:12:00.000
-1,"llms, language models, large language, spin, video",27074,2023-09-27 22:48:00.000
0,"stars, galaxies, dark, stellar, galaxy",12063,2023-09-27 22:48:00.000
1,"algebras, polynomials, cohomology, varieties, elliptic",6744,2023-09-27 22:48:00.000
2,"wireless, mimo, ris, beamforming, 5g",1910,2023-09-27 22:48:00.000
3,"particles, liquid, shear, turbulent, turbulence",1559,2023-09-27 22:48:00.000
4,"segmentation, mri, ct, medical image, clinical",1446,2023-09-27 22:48:00.000
5,"speech, audio, speaker, music, asr",1414,2023-09-27 22:48:00.000
6,"policy, reinforcement learning, robot, rl, robots",1283,2023-09-27 22:48:00.000
7,"vertex, coloring, subgraph, planar, bipartite",1172,2023-09-27 22:48:00.000
8,"scene, point cloud, lidar, scenes, camera",1174,2023-09-27 22:48:00.000
9,"brownian, percolation, brownian motion, random walk, stochastic differential",885,2023-09-27 22:48:00.000
10,"games, regret, bandit, bandits, nash",814,2023-09-27 22:48:00.000
11,"qubits, quantum computing, quantum circuits, gates, quantum algorithms",846,2023-09-27 22:48:00.000
12,"federated, privacy, federated learning, fl, clients",892,2023-09-27 22:48:00.000
13,"spin, hall, magnetization, antiferromagnetic, ferromagnetic",686,2023-09-27 22:48:00.000
14,"texttoimage, editing, visionlanguage, clip, diffusion models",785,2023-09-27 22:48:00.000
15,"estimators, posterior, nonparametric, lasso, lowrank",565,2023-09-27 22:48:00.000
16,"superconducting, superconductivity, superconductors, superconductor, josephson",622,2023-09-27 22:48:00.000
